#ncpu	cpu-time	     real-time
1	104.692085000000	104.974601745605
2	98.0710910000000	98.3059005737305
3	71.2021760000000	71.4077987670898
4	116.217332000000	116.505096435547
5	120.282714000000	120.602798461914
6	54.9036540000000	55.1100006103516
7	126.511767000000	126.815299987793
8	75.5405170000000	75.8003005981445
9	33.9098440000000	34.1357994079590
10	75.9234580000000	76.2016983032227
11	120.600665000000	120.943397521973
12	46.7528920000000	46.9936981201172
13	125.971850000000	126.326896667480
14	71.3811490000000	71.7015991210938
15	35.2386430000000	35.5876007080078
16	37.2833320000000	40.2529983520508
17	122.195424000000	122.568603515625
18	36.0705160000000	36.3941001892090
19	122.564368000000	122.975601196289
20	34.2467950000000	34.6034011840820
21	40.4648480000000	40.8437004089355
22	69.0265060000000	69.4369964599609
23	124.095134000000	124.591003417969
24	42.5665290000000	42.9967994689941
25	45.9650120000000	46.4043006896973
26	61.7976060000000	62.2480010986328
27	46.7738890000000	47.2627983093262
28	41.4996910000000	42.0096015930176
29	126.433780000000	127.575103759766
30	41.3987060000000	42.0881004333496
31	125.167971000000	125.876602172852
32	41.1807400000000	41.8694992065430
33	47.2598150000000	47.8176994323730
34	52.8589640000000	53.4099998474121
35	40.9037820000000	41.4710006713867
36	36.5394450000000	37.1529006958008
37	115.441451000000	116.142196655273
38	56.8733540000000	57.5246009826660
39	43.3624080000000	44.0603981018066
40	38.1801970000000	38.8540992736816
41	116.225331000000	117.003097534180
42	29.7064840000000	30.4346008300781
43	115.041511000000	115.909400939941
44	39.2120380000000	40.0917015075684
45	37.7832560000000	38.6391983032227
46	60.7287680000000	61.6096992492676
47	112.591884000000	113.590797424316
48	30.6343430000000	31.4874992370605
49	29.3245410000000	30.1112995147705
50	37.2953300000000	38.0694999694824
51	40.7808000000000	41.5830993652344
52	41.0767550000000	41.9687004089355
53	110.505201000000	111.384498596191
54	31.9551420000000	32.8087005615234
55	36.3644730000000	37.2653007507324
56	27.0888820000000	27.9687004089355
57	39.5039950000000	40.4868011474609
58	58.0271780000000	59.0959014892578
59	108.565496000000	109.609199523926
60	32.9969830000000	34.0306015014648
61	108.112564000000	109.238899230957
62	56.9093490000000	58.1515998840332
63	30.2963950000000	31.4505996704102
64	29.8974550000000	30.5450992584229
65	34.7767120000000	36.1305999755859
66	33.6398870000000	35.3977012634277
67	121.000605000000	127.223197937012
68	43.1004480000000	44.5550003051758
69	50.5143210000000	51.9706001281738
70	30.8483100000000	32.1664009094238
71	122.729342000000	124.092697143555
72	34.4227670000000	36.3605995178223
73	128.891405000000	130.123901367188
74	67.6767120000000	68.3576965332031
75	32.4310700000000	33.1148986816406
76	36.7614110000000	37.4220008850098
77	29.6874870000000	30.4202003479004
78	30.7903200000000	31.4687995910645
79	123.703195000000	124.469299316406
80	27.3018500000000	28.0240993499756
81	26.8369200000000	27.5352001190186
82	66.6088730000000	67.2453994750977
83	124.218116000000	125.023498535156
84	29.6054990000000	30.2453002929688
85	31.7381750000000	32.4706001281738
86	66.6678640000000	67.4639968872070
87	46.0649970000000	46.8298988342285
88	27.8187710000000	28.5650005340576
89	124.764032000000	125.552101135254
90	25.7970790000000	26.5596008300781
91	27.1288750000000	27.9044990539551
92	36.5934370000000	37.3879013061523
93	46.1089910000000	46.9168014526367
94	66.0179650000000	66.8443984985352
95	30.1404170000000	30.9650993347168
96	26.1590230000000	26.9209003448486
97	124.300103000000	125.136802673340
98	30.3833810000000	31.3575992584229
99	30.9302970000000	31.9339008331299
100	29.7224820000000	30.7353000640869
101	124.635052000000	125.509201049805
102	26.7669300000000	27.6383991241455
103	124.380092000000	125.358802795410
104	24.4072890000000	25.3106002807617
105	26.5799580000000	27.4493999481201
106	65.3360670000000	66.2142028808594
107	122.992302000000	123.943298339844
108	24.4232860000000	25.3229007720947
109	124.948005000000	125.989097595215
110	24.7092430000000	25.6378993988037
111	45.3581040000000	46.3166007995605
112	24.8972150000000	25.7989997863770
113	124.367093000000	125.390899658203
114	26.2320120000000	27.2303009033203
115	28.8346160000000	29.8080997467041
116	34.8347040000000	35.8656005859375
117	23.7283920000000	24.7063007354736
118	65.2050870000000	66.2490997314453
119	24.4282860000000	25.4748992919922
120	23.7263930000000	24.7752990722656
121	23.5444210000000	24.5401000976562
122	65.7889980000000	66.8370971679688
123	45.2901150000000	46.3250999450684
124	34.9986790000000	36.1088981628418
125	28.9775950000000	30.1173992156982
126	21.6107150000000	22.7502002716064
127	125.916858000000	127.121299743652
128	21.4167440000000	22.5757007598877
129	44.0173090000000	45.2197990417480
130	21.7106990000000	22.8218994140625
131	122.058444000000	123.318298339844
132	23.7223940000000	24.8442993164062
133	21.0488000000000	23.2686004638672
134	69.0744990000000	70.2385025024414
135	20.1669340000000	21.3279991149902
136	19.1940830000000	20.3810005187988
137	123.883166000000	125.134498596191
138	25.3731430000000	26.6685009002686
139	122.816328000000	124.121803283691
140	20.8918240000000	22.1877994537354
141	44.1392890000000	45.3997001647949
142	64.6901660000000	66.1371994018555
143	21.2027770000000	22.5039997100830
144	21.6837040000000	23.0400009155273
