#ncpu	cpu-time	     real-time
1	150.333395000000	150.671203613281
2	95.5219690000000	95.7881011962891
4	75.4607160000000	75.6704025268555
8	79.6929810000000	80.1110992431641
16	83.3692100000000	83.6091995239258
32	120.127508000000	120.449699401855
128	267.696729000000	268.475891113281
256	274.909181000000	275.618286132812
