#ncpu	cpu-time	     real-time
1	1.68010500000000	1.94809997081757
2	2.23213900000000	2.69210004806519
4	3.34420900000000	3.65759992599487
8	9.42458800000000	9.77789974212646
16	17.3010800000000	17.5006999969482
25  28.8338010000000    28.9836997985840
32	43.1226950000000	43.2887001037598
36	55.3274580000000	55.5201988220215
49	130.104132000000	130.525207519531
